sample,samples,TCGA_GTEX_main_category,_sample_type,_study,_primary_site,CD19,TNFRSF17,MS4A1,CD22,GPRC5D,SLAMF7,ERBB2,EGFR,MSLN,CD276,CD19_level,TNFRSF17_level,MS4A1_level,CD22_level,GPRC5D_level,SLAMF7_level,ERBB2_level,EGFR_level,MSLN_level,CD276_level,high_target_count,coexpress_2plus
TCGA-AB-2998-03,TCGA-AB-2998-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.174,3.226,7.405,6.516,0.0,5.826,7.91,0.0,1.259,10.07,High,Mid,High,Mid,Low,Mid,Low,Low,Low,Low,2,Yes
TCGA-AB-2938-03,TCGA-AB-2938-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.171,7.849,9.82,8.551,7.742,11.49,9.368,7.171,0.0,8.468,High,High,High,Mid,High,High,Low,Low,Low,Low,5,Yes
TCGA-AB-2861-03,TCGA-AB-2861-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.17,4.034,7.358,6.658,0.0,8.556,6.825,2.027,8.647,10.58,High,Mid,High,Mid,Low,Mid,Low,Low,High,Mid,3,Yes
TCGA-AB-2959-03,TCGA-AB-2959-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.154,7.026,10.92,9.27,6.081,10.33,7.214,4.262,2.334,4.968,High,High,High,High,High,High,Low,Low,Low,Low,6,Yes
TCGA-AB-2964-03,TCGA-AB-2964-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.152,6.757,9.601,8.255,1.433,8.934,7.404,5.326,2.964,3.486,High,High,High,Mid,Low,Mid,Low,Low,Mid,Low,3,Yes
TCGA-AB-3002-03,TCGA-AB-3002-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.086,6.801,8.857,9.901,5.462,10.44,8.65,4.952,4.664,4.553,High,High,High,High,High,High,Low,Low,Mid,Low,6,Yes
TCGA-AB-2929-03,TCGA-AB-2929-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.071,6.2,9.147,10.08,0.0,9.314,8.507,2.42,3.813,8.962,High,High,High,High,Low,High,Low,Low,Mid,Low,5,Yes
TCGA-AB-2845-03,TCGA-AB-2845-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.046,6.589,9.771,8.846,3.602,10.95,7.465,2.846,0.0,3.075,High,High,High,High,Mid,High,Low,Low,Low,Low,5,Yes
TCGA-AB-2846-03,TCGA-AB-2846-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.032,5.305,9.753,8.661,3.791,9.287,7.572,4.18,12.76,4.486,High,High,High,Mid,Mid,High,Low,Low,High,Low,5,Yes
TCGA-AB-2879-03,TCGA-AB-2879-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.031,6.58,7.684,6.997,2.48,7.081,7.996,0.0,2.019,8.116,High,High,High,Mid,Mid,Mid,Low,Low,Low,Low,3,Yes
TCGA-AB-2854-03,TCGA-AB-2854-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.023,7.023,10.12,9.369,4.084,9.865,6.958,6.082,2.42,5.162,High,High,High,High,Mid,High,Low,Low,Low,Low,5,Yes
TCGA-AB-2900-03,TCGA-AB-2900-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.017,4.128,8.869,7.682,3.445,6.518,7.315,0.0,3.648,8.848,High,Mid,High,Mid,Mid,Mid,Low,Low,Mid,Low,2,Yes
TCGA-AB-2867-03,TCGA-AB-2867-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.013,4.251,10.63,9.715,4.108,8.637,7.532,0.0,1.488,1.488,High,Mid,High,High,Mid,Mid,Low,Low,Low,Low,3,Yes
TCGA-AB-2912-03,TCGA-AB-2912-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.011,7.327,7.629,6.92,4.067,10.98,5.533,5.533,0.0,8.801,High,High,High,Mid,Mid,High,Low,Low,Low,Low,4,Yes
TCGA-AB-2978-03,TCGA-AB-2978-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.005,7.959,9.04,7.406,4.476,11.13,7.465,3.015,2.737,5.294,High,High,High,Mid,Mid,High,Low,Low,Mid,Low,4,Yes
TCGA-AB-2975-03,TCGA-AB-2975-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.004,6.893,9.023,7.311,5.058,9.733,7.955,0.0,0.0,2.264,High,High,High,Mid,High,High,Low,Low,Low,Low,5,Yes
TCGA-AB-2903-03,TCGA-AB-2903-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,7.003,1.396,7.482,6.554,0.0,5.733,7.923,0.0,0.0,10.44,High,Mid,High,Mid,Low,Mid,Low,Low,Low,Low,2,Yes
TCGA-AB-2892-03,TCGA-AB-2892-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.987,5.74,9.217,7.208,5.021,8.517,7.045,2.169,11.92,5.786,High,High,High,Mid,High,Mid,Low,Low,High,Low,5,Yes
TCGA-AB-2824-03,TCGA-AB-2824-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.948,4.209,7.957,8.516,4.0,8.414,8.014,3.459,2.585,7.687,High,Mid,High,Mid,Mid,Mid,Low,Low,Mid,Low,2,Yes
TCGA-AB-3007-03,TCGA-AB-3007-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.94,5.662,10.2,9.528,2.463,8.287,7.88,0.0,0.0,8.11,High,High,High,High,Mid,Mid,Low,Low,Low,Low,4,Yes
TCGA-AB-2882-03,TCGA-AB-2882-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.932,6.981,8.894,8.126,4.624,11.33,9.241,7.16,3.601,7.703,High,High,High,Mid,High,High,Low,Low,Mid,Low,5,Yes
TCGA-AB-2915-03,TCGA-AB-2915-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.923,5.682,9.986,9.2,2.836,10.11,6.72,0.0,3.065,5.333,High,High,High,High,Mid,High,Low,Low,Mid,Low,5,Yes
TCGA-AB-2816-03,TCGA-AB-2816-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.857,5.327,8.807,9.584,0.0,8.307,6.809,0.0,7.089,6.462,High,High,High,High,Low,Mid,Low,Low,Mid,Low,4,Yes
TCGA-AB-2940-03,TCGA-AB-2940-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.832,6.586,9.328,8.808,3.845,10.23,8.06,4.344,1.314,4.794,High,High,High,High,Mid,High,Low,Low,Low,Low,5,Yes
TCGA-AB-2925-03,TCGA-AB-2925-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.818,4.824,7.118,6.997,1.165,7.729,7.521,1.165,2.578,9.755,High,Mid,High,Mid,Low,Mid,Low,Low,Mid,Low,2,Yes
TCGA-AB-3012-03,TCGA-AB-3012-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.811,5.332,8.56,8.394,2.563,8.801,8.002,6.19,2.563,9.616,High,High,High,Mid,Mid,Mid,Low,Low,Low,Low,3,Yes
TCGA-AB-2865-03,TCGA-AB-2865-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.732,4.893,8.307,9.261,3.605,9.986,8.105,0.0,5.408,7.355,High,High,High,High,Mid,High,Low,Low,Mid,Low,5,Yes
TCGA-AB-2924-03,TCGA-AB-2924-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.726,5.433,8.559,7.953,5.705,8.141,7.352,1.188,5.774,6.922,High,High,High,Mid,High,Mid,Low,Low,Mid,Low,4,Yes
TCGA-AB-2946-03,TCGA-AB-2946-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.714,6.117,9.606,8.185,5.835,9.614,7.274,4.517,5.021,4.004,High,High,High,Mid,High,High,Low,Low,Mid,Low,5,Yes
TCGA-AB-2935-03,TCGA-AB-2935-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.705,10.89,9.504,8.845,9.094,12.71,8.075,4.376,2.824,9.188,High,High,High,High,High,High,Low,Low,Mid,Low,6,Yes
TCGA-AB-2980-03,TCGA-AB-2980-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.697,3.829,9.225,7.469,0.0,7.193,6.888,5.79,0.0,7.493,High,Mid,High,Mid,Low,Mid,Low,Low,Low,Low,2,Yes
TCGA-AB-2810-03,TCGA-AB-2810-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.684,4.815,7.939,7.612,3.622,8.16,8.504,0.0,3.329,8.281,High,Mid,High,Mid,Mid,Mid,Low,Low,Mid,Low,2,Yes
TCGA-AB-3005-03,TCGA-AB-3005-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.661,5.675,7.984,7.533,5.675,9.452,7.615,3.314,14.33,6.661,High,High,High,Mid,High,High,Low,Low,High,Low,6,Yes
TCGA-AB-2838-03,TCGA-AB-2838-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.658,6.679,9.967,10.3,3.497,10.19,7.988,5.06,0.0,7.483,High,High,High,High,Mid,High,Low,Low,Low,Low,5,Yes
TCGA-AB-2908-03,TCGA-AB-2908-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.655,7.616,8.534,11.29,5.605,10.79,7.857,4.634,4.798,8.127,High,High,High,High,High,High,Low,Low,Mid,Low,6,Yes
TCGA-AB-2822-03,TCGA-AB-2822-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.641,4.859,9.95,8.849,3.678,8.416,8.143,3.678,0.0,4.225,High,High,High,High,Mid,Mid,Low,Low,Low,Low,4,Yes
TCGA-AB-2963-03,TCGA-AB-2963-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.57,4.564,8.05,6.836,2.963,7.756,7.073,0.0,5.82,6.986,High,Mid,High,Mid,Mid,Mid,Low,Low,Mid,Low,2,Yes
TCGA-AB-2970-03,TCGA-AB-2970-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.567,6.941,9.814,9.886,2.723,11.21,7.646,6.728,0.0,6.122,High,High,High,High,Mid,High,Low,Low,Low,Low,5,Yes
TCGA-AB-2826-03,TCGA-AB-2826-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.547,4.442,9.139,7.85,0.0,7.714,6.856,0.0,0.0,8.498,High,Mid,High,Mid,Low,Mid,Low,Low,Low,Low,2,Yes
TCGA-AB-2928-03,TCGA-AB-2928-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.536,4.331,8.143,7.615,1.828,6.1,8.841,0.0,5.094,3.485,High,Mid,High,Mid,Low,Mid,Low,Low,Mid,Low,2,Yes
TCGA-AB-2825-03,TCGA-AB-2825-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.533,4.931,8.374,6.895,4.776,7.831,7.089,0.0,0.0,9.498,High,High,High,Mid,High,Mid,Low,Low,Low,Low,4,Yes
TCGA-AB-2856-03,TCGA-AB-2856-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.524,4.124,8.226,8.618,4.645,8.59,7.665,2.599,1.179,6.601,High,Mid,High,Mid,High,Mid,Low,Low,Low,Low,3,Yes
TCGA-AB-2805-03,TCGA-AB-2805-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.515,6.242,10.29,8.325,5.774,10.87,7.421,1.208,3.522,6.385,High,High,High,Mid,High,High,Low,Low,Mid,Low,5,Yes
TCGA-AB-2885-03,TCGA-AB-2885-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.515,4.786,8.953,11.87,1.471,8.682,8.944,0.0,3.016,10.19,High,Mid,High,High,Low,Mid,Low,Low,Mid,Low,3,Yes
TCGA-AB-2932-03,TCGA-AB-2932-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.514,4.782,7.83,7.1,2.206,7.996,6.709,2.812,8.772,10.82,High,Mid,High,Mid,Mid,Mid,Low,Low,High,Mid,3,Yes
TCGA-AB-2954-03,TCGA-AB-2954-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.504,3.532,9.202,8.435,1.465,7.056,7.326,0.0,11.58,8.116,High,Mid,High,Mid,Low,Mid,Low,Low,High,Low,3,Yes
TCGA-AB-2844-03,TCGA-AB-2844-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.435,5.27,7.348,6.925,1.199,8.795,7.36,4.604,1.199,3.133,High,High,High,Mid,Low,Mid,Low,Low,Low,Low,3,Yes
TCGA-AB-2933-03,TCGA-AB-2933-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.418,6.724,8.554,9.025,2.703,11.43,7.705,0.0,2.703,6.219,High,High,High,High,Mid,High,Low,Low,Mid,Low,5,Yes
TCGA-AB-2931-03,TCGA-AB-2931-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.408,3.976,7.758,7.267,1.093,6.655,8.02,0.0,1.708,9.305,High,Mid,High,Mid,Low,Mid,Low,Low,Low,Low,2,Yes
TCGA-AB-3009-03,TCGA-AB-3009-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.406,6.494,9.985,9.312,3.548,9.364,7.877,5.196,0.0,3.932,High,High,High,High,Mid,High,Low,Low,Low,Low,5,Yes
TCGA-AB-2828-03,TCGA-AB-2828-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.309,6.675,7.814,6.284,1.887,9.747,6.471,2.678,9.926,5.421,High,High,High,Mid,Low,High,Low,Low,High,Low,5,Yes
TCGA-AB-2853-03,TCGA-AB-2853-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.3,5.147,8.304,6.933,1.186,6.948,6.705,0.0,4.982,6.228,High,High,High,Mid,Low,Mid,Low,Low,Mid,Low,3,Yes
TCGA-AB-2877-03,TCGA-AB-2877-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.276,3.485,8.354,7.167,2.963,7.9,8.431,0.0,2.137,5.325,High,Mid,High,Mid,Mid,Mid,Low,Low,Low,Low,2,Yes
TCGA-AB-2939-03,TCGA-AB-2939-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.274,4.701,7.201,6.785,1.212,8.234,9.011,3.154,1.212,8.284,High,Mid,High,Mid,Low,Mid,Low,Low,Low,Low,2,Yes
TCGA-AB-2901-03,TCGA-AB-2901-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.267,5.087,7.785,6.514,1.284,7.858,8.364,1.284,6.003,7.4,High,High,High,Mid,Low,Mid,Low,Low,Mid,Low,3,Yes
TCGA-AB-2889-03,TCGA-AB-2889-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.246,3.681,8.353,7.345,0.0,8.592,7.468,1.211,11.93,4.77,High,Mid,High,Mid,Low,Mid,Low,Low,High,Low,3,Yes
TCGA-AB-2812-03,TCGA-AB-2812-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.244,3.751,5.712,5.668,2.041,5.948,6.937,0.0,0.0,7.204,High,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,Low,1,No
TCGA-AB-2891-03,TCGA-AB-2891-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.242,7.867,8.715,7.603,5.956,10.41,7.781,3.687,2.607,3.687,High,High,High,Mid,High,High,Low,Low,Mid,Low,5,Yes
TCGA-AB-2808-03,TCGA-AB-2808-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.228,5.918,8.888,7.365,1.293,8.901,5.985,4.311,0.0,4.508,High,High,High,Mid,Low,Mid,Low,Low,Low,Low,3,Yes
TCGA-AB-2981-03,TCGA-AB-2981-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.227,4.182,8.432,7.636,1.864,12.74,6.301,0.0,3.687,7.527,High,Mid,High,Mid,Low,High,Low,Low,Mid,Low,3,Yes
TCGA-AB-2893-03,TCGA-AB-2893-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.17,4.689,8.301,9.192,4.486,7.764,6.492,0.0,0.0,10.48,High,Mid,High,High,Mid,Mid,Low,Low,Low,Low,3,Yes
TCGA-AB-2823-03,TCGA-AB-2823-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.106,3.269,7.069,6.253,1.794,7.642,6.693,0.0,1.16,9.661,High,Mid,High,Mid,Low,Mid,Low,Low,Low,Low,2,Yes
TCGA-AB-2969-03,TCGA-AB-2969-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.095,4.872,8.301,7.915,2.113,6.906,6.945,3.085,3.66,10.09,High,High,High,Mid,Mid,Mid,Low,Low,Mid,Low,3,Yes
TCGA-AB-2833-03,TCGA-AB-2833-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.093,3.929,8.56,8.431,0.0,9.663,7.041,3.801,4.677,8.697,High,Mid,High,Mid,Low,High,Low,Low,Mid,Low,3,Yes
TCGA-AB-2835-03,TCGA-AB-2835-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.073,5.75,8.582,7.932,1.79,8.896,6.579,3.732,2.228,8.808,High,High,High,Mid,Low,Mid,Low,Low,Low,Low,3,Yes
TCGA-AB-2814-03,TCGA-AB-2814-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,6.046,1.272,9.738,9.186,3.013,7.051,8.491,0.0,2.391,1.937,High,Mid,High,High,Mid,Mid,Low,Low,Low,Low,3,Yes
TCGA-AB-2876-03,TCGA-AB-2876-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,5.918,5.269,9.218,7.653,3.142,7.842,7.234,4.306,1.359,1.359,High,High,High,Mid,Mid,Mid,Low,Low,Low,Low,3,Yes
TCGA-AB-2984-03,TCGA-AB-2984-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,5.887,6.821,7.247,5.597,2.9,6.215,7.409,1.658,1.658,4.008,High,High,High,Mid,Mid,Mid,Low,Low,Low,Low,3,Yes
TCGA-AB-2842-03,TCGA-AB-2842-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,5.804,5.767,8.258,6.696,1.931,8.232,6.069,3.913,10.39,6.239,High,High,High,Mid,Low,Mid,Low,Low,High,Low,4,Yes
TCGA-AB-2966-03,TCGA-AB-2966-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,5.693,6.55,10.05,8.832,7.209,9.264,8.782,0.0,0.0,1.459,High,High,High,High,High,High,Low,Low,Low,Low,6,Yes
TCGA-AB-2803-03,TCGA-AB-2803-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,5.681,4.62,7.963,7.481,0.0,6.932,6.575,0.0,0.0,6.227,High,Mid,High,Mid,Low,Mid,Low,Low,Low,Low,2,Yes
TCGA-AB-2839-03,TCGA-AB-2839-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,5.665,5.023,7.679,7.132,2.11,6.553,7.781,0.0,0.0,4.385,High,High,High,Mid,Mid,Mid,Low,Low,Low,Low,3,Yes
TCGA-AB-2916-03,TCGA-AB-2916-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,5.663,4.559,9.951,8.596,3.326,10.13,6.681,2.958,4.559,5.123,High,Mid,High,Mid,Mid,High,Low,Low,Mid,Low,3,Yes
TCGA-AB-2967-03,TCGA-AB-2967-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,5.521,6.258,8.319,6.948,3.196,8.64,7.149,5.862,5.583,6.179,Mid,High,High,Mid,Mid,Mid,Low,Low,Mid,Low,2,Yes
TCGA-AB-2849-03,TCGA-AB-2849-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,5.403,7.227,8.932,8.687,4.292,9.916,8.605,5.661,0.0,4.292,Mid,High,High,Mid,Mid,High,Low,Low,Low,Low,3,Yes
TCGA-AB-2834-03,TCGA-AB-2834-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,5.401,5.448,6.703,8.395,2.358,8.628,6.563,4.012,6.454,4.901,Mid,High,High,Mid,Mid,Mid,Low,Low,Mid,Low,2,Yes
TCGA-AB-2863-03,TCGA-AB-2863-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,5.23,5.648,8.126,6.083,2.257,8.382,7.208,3.625,2.595,3.766,Mid,High,High,Mid,Mid,Mid,Low,Low,Mid,Low,2,Yes
TCGA-AB-2955-03,TCGA-AB-2955-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,4.789,1.873,8.675,6.517,2.662,6.517,7.068,0.0,1.873,0.0,Mid,Mid,High,Mid,Mid,Mid,Low,Low,Low,Low,1,No
TCGA-AB-2866-03,TCGA-AB-2866-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,4.746,3.104,8.077,7.79,2.475,8.929,8.252,0.0,3.104,10.54,Mid,Mid,High,Mid,Mid,Mid,Low,Low,Mid,Low,1,No
TCGA-AB-2855-03,TCGA-AB-2855-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,4.717,4.633,8.03,7.72,1.992,6.543,7.337,1.315,1.315,0.0,Mid,Mid,High,Mid,Mid,Mid,Low,Low,Low,Low,1,No
TCGA-AB-2874-03,TCGA-AB-2874-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,4.647,5.934,6.47,7.002,2.622,8.479,7.557,2.622,5.618,1.443,Mid,High,Mid,Mid,Mid,Mid,Low,Low,Mid,Low,1,No
TCGA-AB-2917-03,TCGA-AB-2917-03,TCGA Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,TCGA,White blood cell,2.697,5.488,7.031,6.613,6.212,9.002,7.715,0.0,0.0,2.697,Mid,High,High,Mid,High,Mid,Low,Low,Low,Low,3,Yes
TCGA-OR-A5JJ-01,TCGA-OR-A5JJ-01,TCGA Adrenocortical Cancer,Primary Tumor,TCGA,Adrenal gland,9.418,4.227,2.441,9.681,3.837,7.0,8.391,9.987,1.685,12.06,High,Mid,Low,High,Mid,Mid,Low,Low,Low,Mid,2,Yes
TCGA-OR-A5J6-01,TCGA-OR-A5J6-01,TCGA Adrenocortical Cancer,Primary Tumor,TCGA,Adrenal gland,9.182,1.43,0.0,12.26,0.8857,5.054,8.18,11.61,0.0,10.37,High,Mid,Low,High,Low,Mid,Low,Mid,Low,Low,2,Yes
TCGA-OR-A5KU-01,TCGA-OR-A5KU-01,TCGA Adrenocortical Cancer,Primary Tumor,TCGA,Adrenal gland,8.076,0.0,0.0,4.652,2.698,2.923,7.935,8.396,2.102,12.59,High,Low,Low,Low,Mid,Low,Low,Low,Low,High,2,Yes
TCGA-OR-A5L8-01,TCGA-OR-A5L8-01,TCGA Adrenocortical Cancer,Primary Tumor,TCGA,Adrenal gland,7.686,0.0,0.7193,3.504,2.081,4.747,8.99,11.33,1.556,11.41,High,Low,Low,Low,Mid,Mid,Low,Mid,Low,Mid,1,No
TCGA-OR-A5LM-01,TCGA-OR-A5LM-01,TCGA Adrenocortical Cancer,Primary Tumor,TCGA,Adrenal gland,7.681,0.0,1.892,6.75,1.489,4.446,7.669,11.16,0.0,12.61,High,Low,Low,Mid,Low,Low,Low,Mid,Low,High,2,Yes
TCGA-OR-A5K3-01,TCGA-OR-A5K3-01,TCGA Adrenocortical Cancer,Primary Tumor,TCGA,Adrenal gland,7.541,0.0,1.485,10.41,2.677,5.631,6.859,9.922,1.485,10.97,High,Low,Low,High,Mid,Mid,Low,Low,Low,Mid,2,Yes
TCGA-OR-A5JK-01,TCGA-OR-A5JK-01,TCGA Adrenocortical Cancer,Primary Tumor,TCGA,Adrenal gland,7.215,4.443,7.442,7.323,3.181,9.109,8.708,7.237,8.158,11.83,High,Mid,High,Mid,Mid,High,Low,Low,High,Mid,4,Yes
TCGA-OR-A5KV-01,TCGA-OR-A5KV-01,TCGA Adrenocortical Cancer,Primary Tumor,TCGA,Adrenal gland,6.995,0.0,0.0,6.827,1.498,2.824,9.708,9.543,0.6855,12.29,High,Low,Low,Mid,Low,Low,Low,Low,Low,High,2,Yes
